"d_codigo","d_asenta","d_tipo_asenta","d_mnpio","d_estado"
"83334","Santa Rosalía","Ranchería","Hermosillo","Sonora"
"83334","Buenos Aires","Ranchería","Hermosillo","Sonora"
"83334","El Dorado","Ranchería","Hermosillo","Sonora"
"83334","Santa Elvira","Rancho","Hermosillo","Sonora"
"83334","Parque Solar","Zona industrial","Hermosillo","Sonora"
"83334","El Sapo","Ejido","Hermosillo","Sonora"
"83334","Agropecuaria Rosa","Granja","Hermosillo","Sonora"
"83334","Agroval Cinco (Santa Martha)","Granja","Hermosillo","Sonora"
"83334","Compa Dos","Ranchería","Hermosillo","Sonora"
"83334","América","Ranchería","Hermosillo","Sonora"
"83334","Antonio Narro (El Perico)","Rancho","Hermosillo","Sonora"
"83334","Barlovento","Rancho","Hermosillo","Sonora"
"83334","Basano (Santa Lourdes)","Ranchería","Hermosillo","Sonora"
"83334","Benito Juárez","Ranchería","Hermosillo","Sonora"
"83334","Benito Juárez","Ejido","Hermosillo","Sonora"
"83334","Calle Trece","Ranchería","Hermosillo","Sonora"
"83334","Campillo (Santa Rosalía)","Ranchería","Hermosillo","Sonora"
"83334","Campo Grande (Viñedos Alta)","Rancho","Hermosillo","Sonora"
"83334","Campo Nuevo","Ranchería","Hermosillo","Sonora"
"83334","Campo Nuevo (El Capitán)","Ranchería","Hermosillo","Sonora"
"83334","Carmen Dolores","Ranchería","Hermosillo","Sonora"
"83334","Carolina","Ranchería","Hermosillo","Sonora"
"83334","Casa Blanca","Ranchería","Hermosillo","Sonora"
"83334","Compa Uno","Granja","Hermosillo","Sonora"
"83334","Chapacolor","Ranchería","Hermosillo","Sonora"
"83334","CIANO","Ranchería","Hermosillo","Sonora"
"83334","Costa del Sol","Ranchería","Hermosillo","Sonora"
"83334","Costa Rica","Ejido","Hermosillo","Sonora"
"83334","Cristóbal Colón","Ranchería","Hermosillo","Sonora"
"83334","Cumis (Santa Lucía)","Ejido","Hermosillo","Sonora"
"83334","Del Carmen (Las Islas)","Ranchería","Hermosillo","Sonora"
"83334","Dolores","Ranchería","Hermosillo","Sonora"
"83334","El Bura","Ranchería","Hermosillo","Sonora"
"83334","El Carmen","Ranchería","Hermosillo","Sonora"
"83334","El Carrizo (San Isidro)","Ranchería","Hermosillo","Sonora"
"83334","El Chamizal (Salsipuedes)","Ranchería","Hermosillo","Sonora"
"83334","San Isidro","Ranchería","Hermosillo","Sonora"
"83334","El Dieciséis","Ranchería","Hermosillo","Sonora"
"83334","El Divisadero","Ranchería","Hermosillo","Sonora"
"83334","El Guayabito","Ranchería","Hermosillo","Sonora"
"83334","El Mezquite","Ranchería","Hermosillo","Sonora"
"83334","El Milagro","Ranchería","Hermosillo","Sonora"
"83334","El Molino","Ranchería","Hermosillo","Sonora"
"83334","El Nainari","Ranchería","Hermosillo","Sonora"
"83334","El Palomar","Ranchería","Hermosillo","Sonora"
"83334","El Pinito","Ranchería","Hermosillo","Sonora"
"83334","El Porvenir","Ranchería","Hermosillo","Sonora"
"83334","El Rojo (El 57)","Ranchería","Hermosillo","Sonora"
"83334","El Sonot","Ranchería","Hermosillo","Sonora"
"83334","El Tecolote","Ranchería","Hermosillo","Sonora"
"83334","El Tejabán","Ranchería","Hermosillo","Sonora"
"83334","El Veinte (La Peaña)","Ranchería","Hermosillo","Sonora"
"83334","Escuadrón Doscientos Uno","Ranchería","Hermosillo","Sonora"
"83334","Florida Dos","Ranchería","Hermosillo","Sonora"
"83334","Florida Tres","Rancho","Hermosillo","Sonora"
"83334","Maya","Ranchería","Hermosillo","Sonora"
"83334","San Fernando (Norson)","Granja","Hermosillo","Sonora"
"83334","Hércules Uno","Rancho","Hermosillo","Sonora"
"83334","Hermosillo","Rancho","Hermosillo","Sonora"
"83334","María Amparo [Agrícola]","Ranchería","Hermosillo","Sonora"
"83334","Jacinto López","Ranchería","Hermosillo","Sonora"
"83334","Jauja","Ranchería","Hermosillo","Sonora"
"83334","Kowi (Santa Isabel)","Ranchería","Hermosillo","Sonora"
"83334","La Atlántida","Ranchería","Hermosillo","Sonora"
"83334","Don Miguel (Florida)","Ranchería","Hermosillo","Sonora"
"83334","La Casita","Ranchería","Hermosillo","Sonora"
"83334","La Chira","Ranchería","Hermosillo","Sonora"
"83334","La Esperanza","Rancho","Hermosillo","Sonora"
"83334","La India","Ranchería","Hermosillo","Sonora"
"83334","La Inmaculada","Ranchería","Hermosillo","Sonora"
"83334","La Joya","Granja","Hermosillo","Sonora"
"83334","La Laguna (Seis de Marzo)","Ranchería","Hermosillo","Sonora"
"83334","La Paloma","Ranchería","Hermosillo","Sonora"
"83334","La Perseverancia (Los Fumicos)","Ranchería","Hermosillo","Sonora"
"83334","La Ponderosa","Ranchería","Hermosillo","Sonora"
"83334","La Ponderosa [Porcicola]","Granja","Hermosillo","Sonora"
"83334","La Providencia","Ranchería","Hermosillo","Sonora"
"83334","La Trácala","Rancho","Hermosillo","Sonora"
"83334","La Yaqui","Ranchería","Hermosillo","Sonora"
"83334","Bazano","Ranchería","Hermosillo","Sonora"
"83334","Los Álamos","Ranchería","Hermosillo","Sonora"
"83334","Los Ángeles","Ranchería","Hermosillo","Sonora"
"83334","Los Cuates","Ranchería","Hermosillo","Sonora"
"83334","Los Dos Amigos (Las Calvas de Arriba)","Granja","Hermosillo","Sonora"
"83334","Los Guajolotes","Ranchería","Hermosillo","Sonora"
"83334","Los Hoyos","Ranchería","Hermosillo","Sonora"
"83334","Los Jitos (El Zancudo)","Ranchería","Hermosillo","Sonora"
"83334","Los Olivos (Olivos)","Ranchería","Hermosillo","Sonora"
"83334","Los Pavos (La Esperanza)","Ranchería","Hermosillo","Sonora"
"83334","Los Pocitos","Ranchería","Hermosillo","Sonora"
"83334","Los Pocitos","Ejido","Hermosillo","Sonora"
"83334","Masocoba","Ranchería","Hermosillo","Sonora"
"83334","Miguel Hidalgo","Ranchería","Hermosillo","Sonora"
"83334","Miguel Lerdo de Tejada (Valparaíso)","Ranchería","Hermosillo","Sonora"
"83334","Milagro de Fátima","Granja","Hermosillo","Sonora"
"83334","Nápoles","Ranchería","Hermosillo","Sonora"
"83334","Nazaret (La Ponderosa)","Rancho","Hermosillo","Sonora"
"83334","Nazario Ortiz Garza (Lourdes)","Ranchería","Hermosillo","Sonora"
"83334","Nigromante","Ranchería","Hermosillo","Sonora"
"83334","Orebalma","Rancho","Hermosillo","Sonora"
"83334","El Eléctrico [Campo]","Ranchería","Hermosillo","Sonora"
"83334","Poza Rica","Ranchería","Hermosillo","Sonora"
"83334","Pozo Nuevo","Ranchería","Hermosillo","Sonora"
"83334","Puerto Rico","Ranchería","Hermosillo","Sonora"
"83334","Río Blanco","Rancho","Hermosillo","Sonora"
"83334","Rosella","Ranchería","Hermosillo","Sonora"
"83334","Sahuaripa Uno","Ranchería","Hermosillo","Sonora"
"83334","San Alberto","Ranchería","Hermosillo","Sonora"
"83334","San Alberto","Ejido","Hermosillo","Sonora"
"83334","San Alberto (La 31 de Octubre)","Rancho","Hermosillo","Sonora"
"83334","San Bartolo","Ranchería","Hermosillo","Sonora"
"83334","San Felipe","Granja","Hermosillo","Sonora"
"83334","San Fernando","Ranchería","Hermosillo","Sonora"
"83334","San Fernando (Nuevo Guadalupe)","Ranchería","Hermosillo","Sonora"
"83334","San Francisco","Ejido","Hermosillo","Sonora"
"83334","San Francisco","Ranchería","Hermosillo","Sonora"
"83334","San Germán","Ranchería","Hermosillo","Sonora"
"83334","San Herminio (Los Ángeles)","Ranchería","Hermosillo","Sonora"
"83334","San Isidro Uno","Ranchería","Hermosillo","Sonora"
"83334","San Joaquín (Santa María)","Ranchería","Hermosillo","Sonora"
"83334","San Jorge","Granja","Hermosillo","Sonora"
"83334","San Jorge (Hércules)","Ranchería","Hermosillo","Sonora"
"83334","San José","Ejido","Hermosillo","Sonora"
"83334","San José","Rancho","Hermosillo","Sonora"
"83334","San José el Retiro","Ranchería","Hermosillo","Sonora"
"83334","San Luis","Ranchería","Hermosillo","Sonora"
"83334","San Marcos","Ranchería","Hermosillo","Sonora"
"83334","San Martín","Ranchería","Hermosillo","Sonora"
"83334","San Martín","Ejido","Hermosillo","Sonora"
"83334","San Ramón","Ranchería","Hermosillo","Sonora"
"83334","San Sebastián","Ranchería","Hermosillo","Sonora"
"83334","San Valentín","Rancho","Hermosillo","Sonora"
"83334","San Vicente","Ranchería","Hermosillo","Sonora"
"83334","Santa Anita","Granja","Hermosillo","Sonora"
"83334","Santa Cruz","Ranchería","Hermosillo","Sonora"
"83334","Santa Emilia","Ranchería","Hermosillo","Sonora"
"83334","Santa Fe","Rancho","Hermosillo","Sonora"
"83334","Santa Josefina","Ranchería","Hermosillo","Sonora"
"83334","Santa Paulina [Agrícola]","Ranchería","Hermosillo","Sonora"
"83334","Santa Margarita","Ranchería","Hermosillo","Sonora"
"83334","Santa María (La Treinta y Uno de Octubre)","Ranchería","Hermosillo","Sonora"
"83334","Santa Mónica","Rancho","Hermosillo","Sonora"
"83334","Santa Patricia","Ejido","Hermosillo","Sonora"
"83334","Santa Susana (Chorona)","Ranchería","Hermosillo","Sonora"
"83334","Santa Zarina","Granja","Hermosillo","Sonora"
"83334","Santander","Ranchería","Hermosillo","Sonora"
"83334","Santo Niño","Ranchería","Hermosillo","Sonora"
"83334","Sonora Hortalizas y Frutales","Ranchería","Hermosillo","Sonora"
"83334","Sonora Sinaloa","Ranchería","Hermosillo","Sonora"
"83334","Tehuacán","Ranchería","Hermosillo","Sonora"
"83334","Tepeyac","Ranchería","Hermosillo","Sonora"
"83334","TEQSA (Las Polleras)","Ranchería","Hermosillo","Sonora"
"83334","Terrenate","Ranchería","Hermosillo","Sonora"
"83334","Todos Santos","Ranchería","Hermosillo","Sonora"
"83334","Unión de Crédito Agrícola de Hermosillo","Rancho","Hermosillo","Sonora"
"83334","Venecia","Ranchería","Hermosillo","Sonora"
"83334","Villa Luz (El Pocito)","Rancho","Hermosillo","Sonora"
"83335","El Abanico (Santa Lucía)","Ejido","Hermosillo","Sonora"
"83335","Basopa (San Alfonso)","Ranchería","Hermosillo","Sonora"
"83335","Carlos Zapata Vela","Ranchería","Hermosillo","Sonora"
"83335","Centro de Educación y Capacitación el Estero","Equipamiento","Hermosillo","Sonora"
"83335","Cócorit Uno","Ranchería","Hermosillo","Sonora"
"83335","El Paraíso","Colonia","Hermosillo","Sonora"
"83335","Jacquelynn","Condominio","Hermosillo","Sonora"
"83335","Paraíso","Condominio","Hermosillo","Sonora"
"83335","Coorit","Ranchería","Hermosillo","Sonora"
"83335","Cuauhtémoc","Ranchería","Hermosillo","Sonora"
"83335","DICTUS","Ranchería","Hermosillo","Sonora"
"83335","El Crucero (La Treinta y Seis Sur)","Ranchería","Hermosillo","Sonora"
"83335","El Futuro","Rancho","Hermosillo","Sonora"
"83335","Estero Santa Cruz","Ranchería","Hermosillo","Sonora"
"83335","Felizardo Castro","Ranchería","Hermosillo","Sonora"
"83335","Francisco Eusebio Kino (Colonia Kino)","Ranchería","Hermosillo","Sonora"
"83335","La Bonita","Ranchería","Hermosillo","Sonora"
"83335","La Palma del Agro","Ranchería","Hermosillo","Sonora"
"83335","La Salinera","Ranchería","Hermosillo","Sonora"
"83335","Las Jaibas","Ranchería","Hermosillo","Sonora"
"83335","María del Carmen","Ranchería","Hermosillo","Sonora"
"83335","Nochitongo","Ranchería","Hermosillo","Sonora"
"83335","Maximiliano R López","Ranchería","Hermosillo","Sonora"
"83335","Miguel Alemán (El Tres)","Ranchería","Hermosillo","Sonora"
"83335","Mineros de Pilares","Colonia","Hermosillo","Sonora"
"83335","Moctezuma","Ranchería","Hermosillo","Sonora"
"83335","Monterrey","Ranchería","Hermosillo","Sonora"
"83335","Narciso Mendoza","Ranchería","Hermosillo","Sonora"
"83335","Porcícola Cuauhtémoc","Ranchería","Hermosillo","Sonora"
"83335","Pozo Loco","Ranchería","Hermosillo","Sonora"
"83335","Cuatro (Lázaro Cárdenas)","Rancho","Hermosillo","Sonora"
"83335","San Francisco","Ranchería","Hermosillo","Sonora"
"83335","San Ignacio","Ranchería","Hermosillo","Sonora"
"83335","San Isidro (Obregón)","Rancho","Hermosillo","Sonora"
"83335","San Juan (Campo Dos)","Ranchería","Hermosillo","Sonora"
"83335","San Juan y el Pinito","Ranchería","Hermosillo","Sonora"
"83335","San Nicolás","Ranchería","Hermosillo","Sonora"
"83335","San Nicolás (San Nicolás de Kino)","Rancho","Hermosillo","Sonora"
"83335","San Rafael","Ranchería","Hermosillo","Sonora"
"83335","Santa Silvia","Ranchería","Hermosillo","Sonora"
"83335","Uruapan (Bomba Negra)","Ranchería","Hermosillo","Sonora"
"83336","Playa Dorada","Fraccionamiento","Hermosillo","Sonora"
"83336","El Progreso","Granja","Hermosillo","Sonora"
"83336","Año Nuevo","Ranchería","Hermosillo","Sonora"
"83336","California","Ranchería","Hermosillo","Sonora"
"83336","Nuevo Yaquis Desterrados","Ranchería","Hermosillo","Sonora"
"83336","Dunas de Kino","Ranchería","Hermosillo","Sonora"
"83336","Francisco Aispuro (El Apache)","Ejido","Hermosillo","Sonora"
"83336","El Cactus","Equipamiento","Hermosillo","Sonora"
"83336","El Centavito","Ranchería","Hermosillo","Sonora"
"83336","El Chapo","Ranchería","Hermosillo","Sonora"
"83336","El Chivimbo","Ranchería","Hermosillo","Sonora"
"83336","El Electrón","Ranchería","Hermosillo","Sonora"
"83336","El Palacio de Wayne","Ranchería","Hermosillo","Sonora"
"83336","El Ranchito","Ranchería","Hermosillo","Sonora"
"83336","El Sahueso","Ranchería","Hermosillo","Sonora"
"83336","El Sergio","Ranchería","Hermosillo","Sonora"
"83336","El Taconazo","Ranchería","Hermosillo","Sonora"
"83336","Guadalupe","Ranchería","Hermosillo","Sonora"
"83336","Joyas de Kino","Ranchería","Hermosillo","Sonora"
"83336","Kilowatt","Ranchería","Hermosillo","Sonora"
"83336","La Florida","Ranchería","Hermosillo","Sonora"
"83336","La Palma","Ranchería","Hermosillo","Sonora"
"83336","Los Aguilera","Ranchería","Hermosillo","Sonora"
"83336","Los Ángeles","Ranchería","Hermosillo","Sonora"
"83336","Los Janos Dos","Ranchería","Hermosillo","Sonora"
"83336","Los Janos Uno","Ranchería","Hermosillo","Sonora"
"83336","Nueva York","Ranchería","Hermosillo","Sonora"
"83336","Oasis de Kino","Ranchería","Hermosillo","Sonora"
"83336","Oviáchic","Ranchería","Hermosillo","Sonora"
"83336","Palma Sola","Ranchería","Hermosillo","Sonora"
"83336","Perlas de Kino","Ranchería","Hermosillo","Sonora"
"83336","Pozo de Fátima (Fátima del Pitic)","Ranchería","Hermosillo","Sonora"
"83336","Nuevo","Rancho","Hermosillo","Sonora"
"83336","San Germán","Ranchería","Hermosillo","Sonora"
"83336","Roca Roja","Rancho","Hermosillo","Sonora"
"83336","Salicornia (Campito)","Ranchería","Hermosillo","Sonora"
"83336","San Antonio","Ranchería","Hermosillo","Sonora"
"83336","San Diego","Ranchería","Hermosillo","Sonora"
"83336","San Fernando (Abigahil)","Ranchería","Hermosillo","Sonora"
"83336","Santa Cruz","Ranchería","Hermosillo","Sonora"
"83336","Santa Elena","Ranchería","Hermosillo","Sonora"
"83336","Santa Rosa","Ranchería","Hermosillo","Sonora"
"83337","Punta Chueca","Ejido","Hermosillo","Sonora"
"83337","El Cimarrón","Ranchería","Hermosillo","Sonora"
"83337","El Egipto","Ranchería","Hermosillo","Sonora"
"83337","El Puerto de Posada","Ranchería","Hermosillo","Sonora"
"83337","El Sacrificio (Televisa)","Ranchería","Hermosillo","Sonora"
"83337","La Ponderosa (Los Buros)","Ranchería","Hermosillo","Sonora"
"83337","Los Compadres (Cinco Locos)","Ranchería","Hermosillo","Sonora"
"83337","San Miguel","Ranchería","Hermosillo","Sonora"
"83337","Santa Margarita (El Chaparral)","Ranchería","Hermosillo","Sonora"
"83338","Punta Tormenta (Isla del Tiburón)","Ranchería","Hermosillo","Sonora"
"83338","Tecomate (Isla del Tiburón)","Ranchería","Hermosillo","Sonora"
"83340","Bahía de Kino Centro","Colonia","Hermosillo","Sonora"
"83342","Carnavalito","Colonia","Hermosillo","Sonora"
"83342","Artesanos","Colonia","Hermosillo","Sonora"
"83342","De la Cruz","Colonia","Hermosillo","Sonora"
"83342","Las Fuentes","Colonia","Hermosillo","Sonora"
"83342","Lázaro Cárdenas","Colonia","Hermosillo","Sonora"
"83342","Miguel Hidalgo","Colonia","Hermosillo","Sonora"
"83343","Kino Nuevo","Fraccionamiento","Hermosillo","Sonora"
"83343","Alcatraz","Colonia","Hermosillo","Sonora"
"83343","Mediterráneo","Colonia","Hermosillo","Sonora"
"83343","Kino Bay Estates","Fraccionamiento","Hermosillo","Sonora"
"83343","Vistas Reserva Residencial","Fraccionamiento","Hermosillo","Sonora"
"83343","Río Azul Kino Nuevo","Fraccionamiento","Hermosillo","Sonora"
"83343","Playas de Kino","Fraccionamiento","Hermosillo","Sonora"
"83343","Ananda","Condominio","Hermosillo","Sonora"
"83343","Primavera","Colonia","Hermosillo","Sonora"
"83343","Lomas de Kino","Colonia","Hermosillo","Sonora"
"83343","Luis Donaldo Colosio","Colonia","Hermosillo","Sonora"
"83344","Miguel Alemán (La Doce) Centro","Colonia","Hermosillo","Sonora"
"83346","Las Villas del Nogal","Fraccionamiento","Hermosillo","Sonora"
"83346","Aguayo Porchas","Colonia","Hermosillo","Sonora"
"83346","Pueblo Unido","Colonia","Hermosillo","Sonora"
"83347","INFONAVIT","Colonia","Hermosillo","Sonora"
"83347","Jesús García","Colonia","Hermosillo","Sonora"
"83347","26 de Octubre","Colonia","Hermosillo","Sonora"
"83347","Luis Donaldo Colosio","Colonia","Hermosillo","Sonora"
"83347","Las Palmitas","Ranchería","Hermosillo","Sonora"
"83347","Guadalupe Victoria","Colonia","Hermosillo","Sonora"
"83347","Las Granjas","Colonia","Hermosillo","Sonora"
"83347","Manuel J Clouthier","Colonia","Hermosillo","Sonora"
"83347","Residencial la Vendimia","Fraccionamiento","Hermosillo","Sonora"
"83348","Antonio Méndez","Colonia","Hermosillo","Sonora"
"83348","Las Palmas","Colonia","Hermosillo","Sonora"
"83348","Lázaro Cárdenas","Colonia","Hermosillo","Sonora"
"83348","Salvador Alvarado","Colonia","Hermosillo","Sonora"
"83349","Emiliano Zapata","Colonia","Hermosillo","Sonora"
"83349","Insurgentes","Colonia","Hermosillo","Sonora"
"83349","Nuevo Triunfo","Colonia","Hermosillo","Sonora"
"83349","Nueva Esperanza","Colonia","Hermosillo","Sonora"
"83350","La Polka","Ranchería","Hermosillo","Sonora"
"83350","Chico Román","Ranchería","Hermosillo","Sonora"
"83350","La Inés","Ranchería","Hermosillo","Sonora"
"83350","Pozo Nuevo (Rancho Nuevo)","Rancho","Hermosillo","Sonora"
"83350","San Marcial","Ranchería","Hermosillo","Sonora"
"83350","Santa Eduwiges (Radio)","Ranchería","Hermosillo","Sonora"
"83350","Santa Inés Uno (El Capitán)","Granja","Hermosillo","Sonora"
"83350","Tomuco","Ranchería","Hermosillo","Sonora"
"83353","Agua Caliente","Ranchería","Hermosillo","Sonora"
"83353","El Gavilán","Ranchería","Hermosillo","Sonora"
"83353","Cerro Prieto","Ranchería","Hermosillo","Sonora"
"83353","Coronado","Ranchería","Hermosillo","Sonora"
"83353","Cuatro de Octubre","Ranchería","Hermosillo","Sonora"
"83353","El Chaparral","Ranchería","Hermosillo","Sonora"
"83353","El Jojobal","Granja","Hermosillo","Sonora"
"83353","La Hediondilla","Ranchería","Hermosillo","Sonora"
"83353","La Reforma","Ranchería","Hermosillo","Sonora"
"83353","Las Bolsas","Ranchería","Hermosillo","Sonora"
"83353","Las Liebres","Ranchería","Hermosillo","Sonora"
"83353","Nuevo","Rancho","Hermosillo","Sonora"
"83353","San Agustín","Ranchería","Hermosillo","Sonora"
"83353","San Juan","Ranchería","Hermosillo","Sonora"
"83353","San Luis","Ranchería","Hermosillo","Sonora"
"83353","Santa Gertrudiz","Ranchería","Hermosillo","Sonora"
"83353","Sayula","Ranchería","Hermosillo","Sonora"
"83354","La Esperanza","Ranchería","Hermosillo","Sonora"
"83354","El Voltiadero","Ranchería","Hermosillo","Sonora"
"83354","La Cana","Ranchería","Hermosillo","Sonora"
"83354","La Vaca Colorada","Ranchería","Hermosillo","Sonora"
"83354","Las Cuevitas","Ranchería","Hermosillo","Sonora"
"83354","Las Cuevitas","Ejido","Hermosillo","Sonora"
"83354","Los Compadres","Ranchería","Hermosillo","Sonora"
"83354","Monte Alto","Ranchería","Hermosillo","Sonora"
"83354","Nuevo","Rancho","Hermosillo","Sonora"
"83354","San Javier","Ranchería","Hermosillo","Sonora"
"83354","San Juan","Ranchería","Hermosillo","Sonora"
"83354","Santa Elena","Ranchería","Hermosillo","Sonora"
"83354","Tres Pechos","Ranchería","Hermosillo","Sonora"
"83356","El Salto","Ranchería","Hermosillo","Sonora"
"83356","El Zacatón","Ejido","Hermosillo","Sonora"
"83356","Guadalupe","Ranchería","Hermosillo","Sonora"
"83356","La Esperanza","Ranchería","Hermosillo","Sonora"
"83356","Las Glorias","Ranchería","Hermosillo","Sonora"
"83356","Pozo del Negro","Rancho","Hermosillo","Sonora"
"83356","Pozo del Negro Dos","Ranchería","Hermosillo","Sonora"
"83356","San Carlos","Ranchería","Hermosillo","Sonora"
"83356","San Isidro Dos","Ranchería","Hermosillo","Sonora"
"83356","San Jorge","Ranchería","Hermosillo","Sonora"
"83356","San Patricio","Ranchería","Hermosillo","Sonora"
"83357","Chapala (El Pocito)","Ranchería","Hermosillo","Sonora"
"83357","Chaveco","Ranchería","Hermosillo","Sonora"
"83357","El Carmen","Ranchería","Hermosillo","Sonora"
"83357","El Palo Verdal","Ranchería","Hermosillo","Sonora"
"83357","El Potrerito (El Potrero de San Francisco)","Ranchería","Hermosillo","Sonora"
"83357","El Pueblito","Ranchería","Hermosillo","Sonora"
"83357","El Tinaco (Campo de Gómez)","Ranchería","Hermosillo","Sonora"
"83357","La Junta","Ranchería","Hermosillo","Sonora"
"83357","La Pirinola","Ranchería","Hermosillo","Sonora"
"83357","La Tinaja","Ranchería","Hermosillo","Sonora"
"83357","Las Barajitas (San Juan)","Ranchería","Hermosillo","Sonora"
"83357","Las Cruces","Ranchería","Hermosillo","Sonora"
"83357","Pilares","Ranchería","Hermosillo","Sonora"
"83357","Pozo Nuevo","Ranchería","Hermosillo","Sonora"
"83357","San José","Ranchería","Hermosillo","Sonora"
"83360","San Miguel de Horcasitas","Pueblo","San Miguel de Horcasitas","Sonora"
"83363","Chupisonora","Ranchería","San Miguel de Horcasitas","Sonora"
"83363","El Chinalito","Ranchería","San Miguel de Horcasitas","Sonora"
"83363","El Gato","Ranchería","San Miguel de Horcasitas","Sonora"
"83363","El Tigre","Ranchería","San Miguel de Horcasitas","Sonora"
"83363","El Veranito","Ranchería","San Miguel de Horcasitas","Sonora"
"83363","La Chepa (Rancho Leonardito)","Rancho","San Miguel de Horcasitas","Sonora"
"83363","Punta de Agua Uno","Ranchería","San Miguel de Horcasitas","Sonora"
"83363","San Martín de Porres","Ranchería","San Miguel de Horcasitas","Sonora"
"83363","Santa Teresa","Ranchería","San Miguel de Horcasitas","Sonora"
"83364","El Carricito","Ranchería","San Miguel de Horcasitas","Sonora"
"83364","El Llano","Ranchería","San Miguel de Horcasitas","Sonora"
"83364","El Molino de Arriba","Ranchería","San Miguel de Horcasitas","Sonora"
"83364","El Tren","Ranchería","San Miguel de Horcasitas","Sonora"
"83364","La Bajada","Ranchería","San Miguel de Horcasitas","Sonora"
"83364","La Carrizosa","Ranchería","San Miguel de Horcasitas","Sonora"
"83364","La Casa Colorada","Ranchería","San Miguel de Horcasitas","Sonora"
"83364","Las Limas","Ranchería","San Miguel de Horcasitas","Sonora"
"83364","Los Seris","Ranchería","San Miguel de Horcasitas","Sonora"
"83364","Agua Salada","Rancho","San Miguel de Horcasitas","Sonora"
"83364","Arbiseña","Rancho","San Miguel de Horcasitas","Sonora"
"83364","Vacajuzary","Rancho","San Miguel de Horcasitas","Sonora"
"83364","San Benito","Ranchería","San Miguel de Horcasitas","Sonora"
"83364","San Justino","Ranchería","San Miguel de Horcasitas","Sonora"
"83364","Santa María del Pópulo","Ranchería","San Miguel de Horcasitas","Sonora"
"83364","Santa Rita","Ranchería","San Miguel de Horcasitas","Sonora"
"83365","Campo del Rosario","Ejido","San Miguel de Horcasitas","Sonora"
"83365","Campo San José","Ejido","San Miguel de Horcasitas","Sonora"
"83365","Juan Peralta","Ranchería","San Miguel de Horcasitas","Sonora"
"83365","La Gloria","Ranchería","San Miguel de Horcasitas","Sonora"
"83365","Los Cuates","Ranchería","San Miguel de Horcasitas","Sonora"
"83365","Los Robles","Ranchería","San Miguel de Horcasitas","Sonora"
"83365","Ranchito del Río Bonito","Ejido","San Miguel de Horcasitas","Sonora"
"83365","San Diego","Ranchería","San Miguel de Horcasitas","Sonora"
"83365","San Juan de los Lagos","Ranchería","San Miguel de Horcasitas","Sonora"
"83366","Parcela 45","Ejido","San Miguel de Horcasitas","Sonora"
"83366","Campo Número Dos","Ejido","San Miguel de Horcasitas","Sonora"
"83366","San Martín","Ejido","San Miguel de Horcasitas","Sonora"
"83366","Grupo Serrano","Granja","San Miguel de Horcasitas","Sonora"
"83366","La Vinorama","Ranchería","San Miguel de Horcasitas","Sonora"
"83366","La Virgen","Ranchería","San Miguel de Horcasitas","Sonora"
"83366","Las Mesteñas","Ranchería","San Miguel de Horcasitas","Sonora"
"83366","Los Vergeles","Ranchería","San Miguel de Horcasitas","Sonora"
"83366","Placar","Ranchería","San Miguel de Horcasitas","Sonora"
"83366","FIGVAL","Rancho","San Miguel de Horcasitas","Sonora"
"83366","Sagrado Corazón de Jesús","Ranchería","San Miguel de Horcasitas","Sonora"
"83366","San José del Porvenir","Ranchería","San Miguel de Horcasitas","Sonora"
"83366","San Nicolás","Ranchería","San Miguel de Horcasitas","Sonora"
"83366","Serrano","Ranchería","San Miguel de Horcasitas","Sonora"
"83366","Viñedo el Porvenir","Rancho","San Miguel de Horcasitas","Sonora"
"83367","El Cuatro","Ranchería","San Miguel de Horcasitas","Sonora"
"83367","El Paraíso","Ranchería","San Miguel de Horcasitas","Sonora"
"83367","La Noria","Ranchería","San Miguel de Horcasitas","Sonora"
"83367","Las Playitas","Ranchería","San Miguel de Horcasitas","Sonora"
"83367","Noria del Verde","Ranchería","San Miguel de Horcasitas","Sonora"
"83367","De Alejo Lugo","Rancho","San Miguel de Horcasitas","Sonora"
"83367","San Antonio","Rancho","San Miguel de Horcasitas","Sonora"
"83367","Santa Rita (Campo Número Tres)","Granja","San Miguel de Horcasitas","Sonora"
"83370","Los Ángeles (La Fábrica de los Ángeles)","Colonia","San Miguel de Horcasitas","Sonora"
"83370","Cano Sainz (El Rastro)","Ejido","San Miguel de Horcasitas","Sonora"
"83370","Cerro Colorado","Ranchería","San Miguel de Horcasitas","Sonora"
"83370","El Cajón","Ranchería","San Miguel de Horcasitas","Sonora"
"83370","El Nogalito","Ranchería","San Miguel de Horcasitas","Sonora"
"83370","La Cañada","Ranchería","San Miguel de Horcasitas","Sonora"
"83370","La Cañada de San Miguel","Ranchería","San Miguel de Horcasitas","Sonora"
"83370","Los Diques","Ranchería","San Miguel de Horcasitas","Sonora"
"83370","San Francisco","Ranchería","San Miguel de Horcasitas","Sonora"
"83373","Aguariel","Ranchería","San Miguel de Horcasitas","Sonora"
"83373","Codorachi","Ranchería","San Miguel de Horcasitas","Sonora"
"83373","El Coyote (Rancho Grande)","Rancho","San Miguel de Horcasitas","Sonora"
"83373","La Galera","Ranchería","San Miguel de Horcasitas","Sonora"
"83373","La Quinta","Ranchería","San Miguel de Horcasitas","Sonora"
"83373","La Tembladera de Arriba","Ranchería","San Miguel de Horcasitas","Sonora"
