"d_codigo","d_asenta","d_tipo_asenta","d_mnpio","d_estado"
"84175","Los Morenos","Ranchería","Magdalena","Sonora"
"84175","Los Olivos","Ranchería","Magdalena","Sonora"
"84175","Casa Blanca","Ranchería","Magdalena","Sonora"
"84175","Valenzuela [Partes Usadas]","Ranchería","Magdalena","Sonora"
"84175","Peñasco San Lorenzo","Ranchería","Magdalena","Sonora"
"84175","Pozo Nuevo","Ranchería","Magdalena","Sonora"
"84175","Los Bravo","Ranchería","Magdalena","Sonora"
"84175","Raúl Osorio","Ranchería","Magdalena","Sonora"
"84175","Potrero de Dávila","Ranchería","Magdalena","Sonora"
"84175","Enrique Ruiz","Ranchería","Magdalena","Sonora"
"84175","Martín Vicente Martínez Pino","Ranchería","Magdalena","Sonora"
"84175","Fernando Aguirre","Rancho","Magdalena","Sonora"
"84175","Irigoyen","Rancho","Magdalena","Sonora"
"84175","Salsipuedes","Ranchería","Magdalena","Sonora"
"84175","Javier Islava","Ranchería","Magdalena","Sonora"
"84175","Recodo","Ranchería","Magdalena","Sonora"
"84175","Óscar Contreras","Ranchería","Magdalena","Sonora"
"84175","San Isidro","Ranchería","Magdalena","Sonora"
"84175","San Lorenzo la Angostura","Ranchería","Magdalena","Sonora"
"84175","La Amapoleña","Ranchería","Magdalena","Sonora"
"84175","Santa Elia","Ranchería","Magdalena","Sonora"
"84175","Santa Fe","Ranchería","Magdalena","Sonora"
"84175","Teodoro Ramírez P","Rancho","Magdalena","Sonora"
"84175","Tres Hermanos","Ranchería","Magdalena","Sonora"
"84176","La Cebolla","Rancho","Magdalena","Sonora"
"84176","El Carrizo","Ranchería","Magdalena","Sonora"
"84176","Arturo Mendoza","Ranchería","Magdalena","Sonora"
"84176","Austreberto León","Ranchería","Magdalena","Sonora"
"84176","Bella Esperanza","Ranchería","Magdalena","Sonora"
"84176","Bellavista","Ranchería","Magdalena","Sonora"
"84176","Buena Vista","Ranchería","Magdalena","Sonora"
"84176","Buenaventura (El Duende)","Ranchería","Magdalena","Sonora"
"84176","Charco Hondo","Ejido","Magdalena","Sonora"
"84176","El Abandonado","Ranchería","Magdalena","Sonora"
"84176","El Calichi","Ranchería","Magdalena","Sonora"
"84176","El Cúmaro","Ranchería","Magdalena","Sonora"
"84176","El Chinito","Ranchería","Magdalena","Sonora"
"84176","El Chino","Ranchería","Magdalena","Sonora"
"84176","El Chupadero","Ranchería","Magdalena","Sonora"
"84176","El Durazno","Ranchería","Magdalena","Sonora"
"84176","El Infierno","Ranchería","Magdalena","Sonora"
"84176","El Maguey","Ranchería","Magdalena","Sonora"
"84176","El Pino","Ranchería","Magdalena","Sonora"
"84176","El Pozo Nuevo","Ranchería","Magdalena","Sonora"
"84176","El Ranchito","Ranchería","Magdalena","Sonora"
"84176","El Represo","Ranchería","Magdalena","Sonora"
"84176","El Sacrificio","Ranchería","Magdalena","Sonora"
"84176","El Sahuarito","Ranchería","Magdalena","Sonora"
"84176","El Sahuaro","Ranchería","Magdalena","Sonora"
"84176","El Sauce","Ranchería","Magdalena","Sonora"
"84176","El Toji","Ranchería","Magdalena","Sonora"
"84176","El Topahui","Ranchería","Magdalena","Sonora"
"84176","El Volantín","Ranchería","Magdalena","Sonora"
"84176","Esperanza Valle","Ranchería","Magdalena","Sonora"
"84176","Francisco Campillo","Ranchería","Magdalena","Sonora"
"84176","Fredeberto León","Ranchería","Magdalena","Sonora"
"84176","Gutiérrez (La Cebolla)","Ranchería","Magdalena","Sonora"
"84176","Iván Javier León","Ranchería","Magdalena","Sonora"
"84176","Jesús Nacamura","Ranchería","Magdalena","Sonora"
"84176","José María Valle Méndez","Ranchería","Magdalena","Sonora"
"84176","José Ortega","Ranchería","Magdalena","Sonora"
"84176","Juan Pedro Monteverde","Ranchería","Magdalena","Sonora"
"84176","La Biznaga","Ranchería","Magdalena","Sonora"
"84176","La Cebolla Vieja","Ranchería","Magdalena","Sonora"
"84176","La Escondida","Ranchería","Magdalena","Sonora"
"84176","La Escondida","Rancho","Magdalena","Sonora"
"84176","La Escondida","Ejido","Magdalena","Sonora"
"84176","La Gallinera","Ranchería","Magdalena","Sonora"
"84176","La Garita","Ranchería","Magdalena","Sonora"
"84176","La Granadita","Ranchería","Magdalena","Sonora"
"84176","La Jojobita (La Jojoba)","Ranchería","Magdalena","Sonora"
"84176","La Laguna","Ranchería","Magdalena","Sonora"
"84176","La Lomita","Ranchería","Magdalena","Sonora"
"84176","La Taza","Ranchería","Magdalena","Sonora"
"84176","La Tésota (El Fresno)","Ranchería","Magdalena","Sonora"
"84176","Las Grullas","Ranchería","Magdalena","Sonora"
"84176","Las Playas","Ranchería","Magdalena","Sonora"
"84176","Loma Linda","Ranchería","Magdalena","Sonora"
"84176","Los Chinos","Ejido","Magdalena","Sonora"
"84176","Los Olivos","Ranchería","Magdalena","Sonora"
"84176","Los Olmos","Ranchería","Magdalena","Sonora"
"84176","Los Pinos","Ranchería","Magdalena","Sonora"
"84176","Los Pinos","Ejido","Magdalena","Sonora"
"84176","Murrieta","Ranchería","Magdalena","Sonora"
"84176","Nanenachi","Ranchería","Magdalena","Sonora"
"84176","Rafael Ortega","Ranchería","Magdalena","Sonora"
"84176","Franco","Rancho","Magdalena","Sonora"
"84176","El Tecolote","Ranchería","Magdalena","Sonora"
"84176","Guadalupe","Rancho","Magdalena","Sonora"
"84176","Viejo","Rancho","Magdalena","Sonora"
"84176","San Agustín","Ranchería","Magdalena","Sonora"
"84176","San Francisco","Ranchería","Magdalena","Sonora"
"84176","San Francisco II","Ranchería","Magdalena","Sonora"
"84176","San Lázaro","Ranchería","Magdalena","Sonora"
"84176","San Martín","Ranchería","Magdalena","Sonora"
"84176","San Martín","Ejido","Magdalena","Sonora"
"84176","Santa Clara","Ranchería","Magdalena","Sonora"
"84176","Santa Elena","Ranchería","Magdalena","Sonora"
"84176","Tito León","Ranchería","Magdalena","Sonora"
"84177","El Chupadero","Ranchería","Magdalena","Sonora"
"84177","El Encino","Ranchería","Magdalena","Sonora"
"84177","El Jotaiqui","Ranchería","Magdalena","Sonora"
"84177","La Compuerta","Ranchería","Magdalena","Sonora"
"84177","Las Rastras","Ranchería","Magdalena","Sonora"
"84177","López (Arredondo)","Rancho","Magdalena","Sonora"
"84178","El Aguajito","Ranchería","Magdalena","Sonora"
"84178","El Carricito","Ranchería","Magdalena","Sonora"
"84178","El Carrizo (Sotomayor)","Ranchería","Magdalena","Sonora"
"84178","El Mezquite","Ranchería","Magdalena","Sonora"
"84178","El Rincón","Ranchería","Magdalena","Sonora"
"84178","La Agüita","Ranchería","Magdalena","Sonora"
"84178","La Cieneguita","Ranchería","Magdalena","Sonora"
"84178","La Cuesta","Ranchería","Magdalena","Sonora"
"84178","La Joya","Ranchería","Magdalena","Sonora"
"84178","Los Chirriones","Ranchería","Magdalena","Sonora"
"84178","Los Nogales","Ranchería","Magdalena","Sonora"
"84178","Los Nogales (Los Nogales Viejos)","Ranchería","Magdalena","Sonora"
"84178","Santa Margarita","Ranchería","Magdalena","Sonora"
"84180","Naco Centro","Colonia","Naco","Sonora"
"84183","San José","Colonia","Naco","Sonora"
"84184","La Esperanza","Colonia","Naco","Sonora"
"84184","INFONAVIT del Sol","Colonia","Naco","Sonora"
"84184","Barrio Nuevo","Colonia","Naco","Sonora"
"84185","Cerro de la Cruz","Colonia","Naco","Sonora"
"84185","Industrial","Colonia","Naco","Sonora"
"84185","Luis Donaldo Colosio","Colonia","Naco","Sonora"
"84185","Los Encinos","Colonia","Naco","Sonora"
"84186","Pancho García","Colonia","Naco","Sonora"
"84186","Santa Cruz","Colonia","Naco","Sonora"
"84186","Minera","Colonia","Naco","Sonora"
"84187","Alberto Ledezma","Ejido","Naco","Sonora"
"84187","José Ángel Romero","Ejido","Naco","Sonora"
"84187","Ejidal","Colonia","Naco","Sonora"
"84190","José Ángel Rascón","Ejido","Naco","Sonora"
"84193","Juan Ramírez","Ejido","Naco","Sonora"
"84194","La Milpona (Martín Villa)","Ranchería","Naco","Sonora"
"84194","San Pedro","Ranchería","Naco","Sonora"
"84194","Cuauhtémoc","Ejido","Naco","Sonora"
"84195","José Arrizón","Ejido","Naco","Sonora"
"84195","Parcela Bórquez","Ejido","Naco","Sonora"
"84195","Pancho Bombas","Ejido","Naco","Sonora"
"84195","Parcela Delgado","Ejido","Naco","Sonora"
"84195","Parcela Escolar","Ejido","Naco","Sonora"
"84195","RH (Parcela Robles)","Rancho","Naco","Sonora"
"84196","Corral de Enmedio","Ejido","Naco","Sonora"
"84196","Los Toros","Ejido","Naco","Sonora"
"84196","Nogalar","Ejido","Naco","Sonora"
"84197","El Marly","Ejido","Naco","Sonora"
"84197","La Huerta","Ejido","Naco","Sonora"
"84197","La Morita","Rancho","Naco","Sonora"
"84200","Agua Prieta Centro","Colonia","Agua Prieta","Sonora"
"84210","Ferrocarril","Colonia","Agua Prieta","Sonora"
"84210","Sector Industrial","Colonia","Agua Prieta","Sonora"
"84212","Albergue Divina Providencia","Equipamiento","Agua Prieta","Sonora"
"84213","La Paloma","Fraccionamiento","Agua Prieta","Sonora"
"84213","Los Valles","Fraccionamiento","Agua Prieta","Sonora"
"84213","Palapas Haciendas","Fraccionamiento","Agua Prieta","Sonora"
"84213","Villas de Toscana","Fraccionamiento","Agua Prieta","Sonora"
"84213","Herrería Diamante","Fraccionamiento","Agua Prieta","Sonora"
"84213","Coronado","Fraccionamiento","Agua Prieta","Sonora"
"84213","Paseos del Parque","Fraccionamiento","Agua Prieta","Sonora"
"84213","Carlos de la Madrid","Rancho","Agua Prieta","Sonora"
"84213","Fundación Brazos de Amor","Equipamiento","Agua Prieta","Sonora"
"84213","GM","Rancho","Agua Prieta","Sonora"
"84213","Las Isabeles","Rancho","Agua Prieta","Sonora"
"84213","Petra de Ozorni","Rancho","Agua Prieta","Sonora"
"84213","Tres en Uno (Las Palapas)","Equipamiento","Agua Prieta","Sonora"
"84213","Vicente Licea Márquez","Rancho","Agua Prieta","Sonora"
"84214","Puesta del Sol","Fraccionamiento","Agua Prieta","Sonora"
"84214","Sacramento Residencial","Fraccionamiento","Agua Prieta","Sonora"
"84214","Santa Fe","Fraccionamiento","Agua Prieta","Sonora"
"84214","Buenavista","Fraccionamiento","Agua Prieta","Sonora"
"84214","El Campanario","Fraccionamiento","Agua Prieta","Sonora"
"84214","Ligas Madrid","Fraccionamiento","Agua Prieta","Sonora"
"84214","Parque Industrial del Río","Zona industrial","Agua Prieta","Sonora"
"84214","Manuel Valdez Valdez","Rancho","Agua Prieta","Sonora"
"84214","Unión Ganadera","Granja","Agua Prieta","Sonora"
"84215","Centro de Readaptación Social (CERESO)","Equipamiento","Agua Prieta","Sonora"
"84215","Martín Rivera Ojeda","Rancho","Agua Prieta","Sonora"
"84220","Militar","Colonia","Agua Prieta","Sonora"
"84230","Villa de Andalucía","Fraccionamiento","Agua Prieta","Sonora"
"84230","Obrera","Colonia","Agua Prieta","Sonora"
"84230","Deportiva","Colonia","Agua Prieta","Sonora"
"84230","INFONAVIT El Alamito","Colonia","Agua Prieta","Sonora"
"84230","Lomas del Sol","Colonia","Agua Prieta","Sonora"
"84230","Valle Bonito","Fraccionamiento","Agua Prieta","Sonora"
"84230","Cueva de los Leones","Colonia","Agua Prieta","Sonora"
"84230","Cerrada San Ángel","Fraccionamiento","Agua Prieta","Sonora"
"84230","Las Praderas","Colonia","Agua Prieta","Sonora"
"84230","Loma Linda","Fraccionamiento","Agua Prieta","Sonora"
"84230","FOVISSSTE","Fraccionamiento","Agua Prieta","Sonora"
"84240","Jesús García","Colonia","Agua Prieta","Sonora"
"84250","Nueva","Colonia","Agua Prieta","Sonora"
"84259","Ejidal","Colonia","Agua Prieta","Sonora"
"84259","Ladrillera","Colonia","Agua Prieta","Sonora"
"84259","Tres Caminos","Colonia","Agua Prieta","Sonora"
"84259","Ladrillera II","Colonia","Agua Prieta","Sonora"
"84259","Solidaridad","Colonia","Agua Prieta","Sonora"
"84260","Vallarta","Colonia","Agua Prieta","Sonora"
"84260","Esperanza","Colonia","Agua Prieta","Sonora"
"84267","Vildosola","Colonia","Agua Prieta","Sonora"
"84267","Instituto Tecnológico de Agua Prieta","Equipamiento","Agua Prieta","Sonora"
"84267","Armando López Nogales","Colonia","Agua Prieta","Sonora"
"84269","Bicentenario","Colonia","Agua Prieta","Sonora"
"84269","Jardines de Bachicuy","Fraccionamiento","Agua Prieta","Sonora"
"84269","Linda Vista","Fraccionamiento","Agua Prieta","Sonora"
"84269","INFONAVIT Industrial","Colonia","Agua Prieta","Sonora"
"84269","Pueblo Nuevo","Colonia","Agua Prieta","Sonora"
"84269","Magisterial","Colonia","Agua Prieta","Sonora"
"84269","Beltrones","Colonia","Agua Prieta","Sonora"
"84269","Ejidal II","Colonia","Agua Prieta","Sonora"
"84269","Buenos Aires","Colonia","Agua Prieta","Sonora"
"84269","Vecinos Unidos","Fraccionamiento","Agua Prieta","Sonora"
"84269","Las Colinas","Colonia","Agua Prieta","Sonora"
"84269","Aribabi","Fraccionamiento","Agua Prieta","Sonora"
"84269","Industrial","Zona industrial","Agua Prieta","Sonora"
"84270","Manuel J Clouthier","Colonia","Agua Prieta","Sonora"
"84270","Acapulco","Colonia","Agua Prieta","Sonora"
"84270","Luis Donaldo Colosio","Colonia","Agua Prieta","Sonora"
"84270","Salsipuedes","Colonia","Agua Prieta","Sonora"
"84270","Burócrata","Colonia","Agua Prieta","Sonora"
"84270","Los Cipreses","Colonia","Agua Prieta","Sonora"
"84270","San Ángel","Colonia","Agua Prieta","Sonora"
"84279","Alto Valle","Fraccionamiento","Agua Prieta","Sonora"
"84279","Campestres","Colonia","Agua Prieta","Sonora"
"84279","Nuevo Progreso","Colonia","Agua Prieta","Sonora"
"84279","Valles Duarte","Fraccionamiento","Agua Prieta","Sonora"
"84279","Bachicuy","Colonia","Agua Prieta","Sonora"
"84279","Club de Tiro El Bajío","Equipamiento","Agua Prieta","Sonora"
"84279","Loreto Sanez Quiroz","Rancho","Agua Prieta","Sonora"
"84279","Familia Mejía","Rancho","Agua Prieta","Sonora"
"84300","Morelos","Colonia","Agua Prieta","Sonora"
"84300","El Fresno","Colonia","Agua Prieta","Sonora"
"84300","El Mezquitalito","Ejido","Agua Prieta","Sonora"
"84300","El Rincón","Ejido","Agua Prieta","Sonora"
"84300","La Cabellera","Ranchería","Agua Prieta","Sonora"
"84300","La Cabellera","Ejido","Agua Prieta","Sonora"
"84300","La Esperanza","Ejido","Agua Prieta","Sonora"
"84300","La Pitahaya","Ejido","Agua Prieta","Sonora"
"84300","La Tinaja","Ranchería","Agua Prieta","Sonora"
"84300","Los Aguajes","Ejido","Agua Prieta","Sonora"
"84300","Los Azogues","Ejido","Agua Prieta","Sonora"
"84300","Los Pinos","Ejido","Agua Prieta","Sonora"
"84300","Molino Quemado","Ejido","Agua Prieta","Sonora"
"84300","Nuevo","Rancho","Agua Prieta","Sonora"
"84300","Salsipuedes","Ejido","Agua Prieta","Sonora"
"84303","Planta de Cal de Agua Prieta","Zona industrial","Agua Prieta","Sonora"
"84303","Abel Acosta Anaya","Ejido","Agua Prieta","Sonora"
"84303","Raymundo Gastelum","Ejido","Agua Prieta","Sonora"
"84303","Alberto Gracía Grijalva","Ejido","Agua Prieta","Sonora"
"84303","Alfonso García Romo","Ejido","Agua Prieta","Sonora"
"84303","La Lechuza","Ejido","Agua Prieta","Sonora"
"84303","Armando Gámez","Ejido","Agua Prieta","Sonora"
"84303","Benito Domínguez Ballesteros","Ejido","Agua Prieta","Sonora"
"84303","Benito Gámez Núñez","Rancho","Agua Prieta","Sonora"
"84303","El Cachanilla","Ejido","Agua Prieta","Sonora"
"84303","Sergio Quijada","Ejido","Agua Prieta","Sonora"
"84303","Doctor Vázquez","Ejido","Agua Prieta","Sonora"
"84303","David Muñoz Orona","Ejido","Agua Prieta","Sonora"
"84303","El Azufre","Ejido","Agua Prieta","Sonora"
"84303","El Cúmaro","Ejido","Agua Prieta","Sonora"
"84303","El Fresnal","Ejido","Agua Prieta","Sonora"
"84303","El Oso","Ejido","Agua Prieta","Sonora"
"84303","El Trece","Ejido","Agua Prieta","Sonora"
"84303","Ernesto Gracia Tena","Ejido","Agua Prieta","Sonora"
"84303","Fernando Ramírez","Ejido","Agua Prieta","Sonora"
"84303","Francisco Ramírez","Ejido","Agua Prieta","Sonora"
"84303","Guillermo Carrillo González","Ejido","Agua Prieta","Sonora"
"84303","Herlinda Celaya Ibarra","Ejido","Agua Prieta","Sonora"
"84303","Jaime Acedo","Ejido","Agua Prieta","Sonora"
"84303","Jesús Moreno","Ejido","Agua Prieta","Sonora"
"84303","Jesús Terán Morales","Ejido","Agua Prieta","Sonora"
"84303","Joaquín Zamudio Ramírez","Ejido","Agua Prieta","Sonora"
"84303","Jorge Leyva Iribe","Ejido","Agua Prieta","Sonora"
"84303","Jorge Nicolás Barra","Ejido","Agua Prieta","Sonora"
"84303","José Manuel Flores Moreno","Ejido","Agua Prieta","Sonora"
"84303","José Ramón Grijalva Jiménez (Kilómetro Cinco)","Ejido","Agua Prieta","Sonora"
"84303","Juan Félix Mejía","Ejido","Agua Prieta","Sonora"
"84303","Alfredo Lachica","Ejido","Agua Prieta","Sonora"
"84303","Julia León Molina","Ranchería","Agua Prieta","Sonora"
"84303","La Herradura","Ejido","Agua Prieta","Sonora"
"84303","La Ladrillera","Ejido","Agua Prieta","Sonora"
"84303","La Manga","Ejido","Agua Prieta","Sonora"
"84303","El Fresnal","Rancho","Agua Prieta","Sonora"
"84303","Licenciado Anselmo Murillo","Ejido","Agua Prieta","Sonora"
"84303","Los Cúmaros","Ejido","Agua Prieta","Sonora"
"84303","Los Fresnales","Ejido","Agua Prieta","Sonora"
"84303","Los Janitos","Ejido","Agua Prieta","Sonora"
"84303","Ganadera Flores Moreno","Ejido","Agua Prieta","Sonora"
"84303","Manuel Ortega Morales","Ejido","Agua Prieta","Sonora"
"84303","Mario Ruiz Madrid","Ejido","Agua Prieta","Sonora"
"84303","Miguel Ángel Bermudes","Ejido","Agua Prieta","Sonora"
"84303","Nicolás González","Ejido","Agua Prieta","Sonora"
"84303","Los Amigos","Ejido","Agua Prieta","Sonora"
"84303","Raúl Ortega Morales","Ejido","Agua Prieta","Sonora"
"84303","Ramón Sosa","Ejido","Agua Prieta","Sonora"
"84303","Ramón Tapia","Ejido","Agua Prieta","Sonora"
"84303","Bacaparra","Rancho","Agua Prieta","Sonora"
"84303","Katib","Rancho","Agua Prieta","Sonora"
"84303","El Fresnal","Ranchería","Agua Prieta","Sonora"
"84303","Nuevo el Cachetón","Rancho","Agua Prieta","Sonora"
"84303","El Greco","Ejido","Agua Prieta","Sonora"
"84303","Cinco Estrellas","Rancho","Agua Prieta","Sonora"
"84303","Represo","Ejido","Agua Prieta","Sonora"
"84303","Ricardo Cornídez","Ejido","Agua Prieta","Sonora"
"84303","Ricardo Dórame Madrid (Kilómetro Trece)","Ejido","Agua Prieta","Sonora"
"84304","Mina el Llantas","Zona industrial","Agua Prieta","Sonora"
"84304","Campo Verde","Ejido","Agua Prieta","Sonora"
"84304","Corralón Federal","Ejido","Agua Prieta","Sonora"
"84304","El Alamito","Ejido","Agua Prieta","Sonora"
"84304","El Álamo","Ejido","Agua Prieta","Sonora"
"84304","El Camionero [Restaurante]","Ejido","Agua Prieta","Sonora"
"84304","El Nogalito","Ejido","Agua Prieta","Sonora"
"84304","El Sauce","Ejido","Agua Prieta","Sonora"
"84304","Jorge Félix","Ejido","Agua Prieta","Sonora"
"84304","Francisco Adarga Yáñez","Ejido","Agua Prieta","Sonora"
"84304","Ignacio Anguiano","Ejido","Agua Prieta","Sonora"
"84304","La Gloria","Ejido","Agua Prieta","Sonora"
"84304","La Piedra","Ejido","Agua Prieta","Sonora"
"84304","Catalina","Ejido","Agua Prieta","Sonora"
"84304","La Puerta Negra","Ejido","Agua Prieta","Sonora"
"84304","La Rancheta del Alamito","Ejido","Agua Prieta","Sonora"
"84304","La Victoria","Ejido","Agua Prieta","Sonora"
"84304","Juan Carlos Ochoa Valenzuela","Ejido","Agua Prieta","Sonora"
"84304","Las Cenizas","Ejido","Agua Prieta","Sonora"
"84304","Las Eloísas (El Papalote)","Ejido","Agua Prieta","Sonora"
"84304","Laser Night Club","Ejido","Agua Prieta","Sonora"
"84304","Los Alamitos","Ejido","Agua Prieta","Sonora"
"84304","Los Altos","Ejido","Agua Prieta","Sonora"
"84304","Marcelo Rascón","Ejido","Agua Prieta","Sonora"
"84304","El Mirador","Ejido","Agua Prieta","Sonora"
"84304","Familia Zamarrón","Ejido","Agua Prieta","Sonora"
"84304","La Piedra Bola","Ejido","Agua Prieta","Sonora"
"84304","Plaza Ortiz","Ejido","Agua Prieta","Sonora"
"84304","Familia López Ríos","Ejido","Agua Prieta","Sonora"
"84304","Roberto Salcido Cano","Ejido","Agua Prieta","Sonora"
"84304","San Antonio","Ejido","Agua Prieta","Sonora"
"84304","San Francisco","Ejido","Agua Prieta","Sonora"
"84304","Dávila [Taller]","Ejido","Agua Prieta","Sonora"
"84304","Yunque Antonio Hernández","Ejido","Agua Prieta","Sonora"
"84305","Cabullona","Ejido","Agua Prieta","Sonora"
"84305","Avitia","Ejido","Agua Prieta","Sonora"
"84305","El Papalote","Ejido","Agua Prieta","Sonora"
"84305","El Porvenir","Ejido","Agua Prieta","Sonora"
"84305","El Porvenir (Munguía)","Ejido","Agua Prieta","Sonora"
"84305","El Santo Niño","Ejido","Agua Prieta","Sonora"
"84305","El Veinticinco","Ejido","Agua Prieta","Sonora"
"84305","Las Peñas","Ejido","Agua Prieta","Sonora"
"84306","Los Chinos","Ranchería","Agua Prieta","Sonora"
"84306","El Rusbayo","Ejido","Agua Prieta","Sonora"
"84306","El Alisal","Rancho","Agua Prieta","Sonora"
"84306","La Ciénega","Ejido","Agua Prieta","Sonora"
"84306","La Junta de los Ríos","Ejido","Agua Prieta","Sonora"
"84306","La Malia","Rancho","Agua Prieta","Sonora"
"84306","La Sota","Ejido","Agua Prieta","Sonora"
"84306","Las Águilas","Ejido","Agua Prieta","Sonora"
"84306","Las Agujas","Ejido","Agua Prieta","Sonora"
"84306","Los Chinos","Ejido","Agua Prieta","Sonora"
"84306","Seco","Rancho","Agua Prieta","Sonora"
"84306","San Antonio","Ejido","Agua Prieta","Sonora"
"84306","San Francisco","Ejido","Agua Prieta","Sonora"
"84306","San Isidro (El Bacatete)","Ejido","Agua Prieta","Sonora"
"84307","Agua Blanca","Ejido","Agua Prieta","Sonora"
"84307","El Ojito","Rancho","Agua Prieta","Sonora"
"84307","El Alamito","Ejido","Agua Prieta","Sonora"
"84307","El Mojón","Ejido","Agua Prieta","Sonora"
"84307","El Pozo","Ejido","Agua Prieta","Sonora"
"84307","El Pozo (San Juan)","Ejido","Agua Prieta","Sonora"
"84307","La Tinaja","Rancho","Agua Prieta","Sonora"
"84307","Los Almireces","Ejido","Agua Prieta","Sonora"
"84310","18 de Agosto (Corral de Palos)","Ejido","Agua Prieta","Sonora"
"84310","Seca","Ejido","Agua Prieta","Sonora"
"84310","Cuchuverachi","Ejido","Agua Prieta","Sonora"
"84310","El Gis (El Fist)","Ejido","Agua Prieta","Sonora"
"84310","Las Anitas","Ejido","Agua Prieta","Sonora"
"84310","Mesa de la Víbora","Ejido","Agua Prieta","Sonora"
"84310","Ramón Oquita Montenegro (La Cieneguita)","Ejido","Agua Prieta","Sonora"
"84310","Gallardo","Rancho","Agua Prieta","Sonora"
"84310","San Bernardino","Ejido","Agua Prieta","Sonora"
"84313","Adán Zorilla","Ejido","Agua Prieta","Sonora"
"84313","Atilano Barrón","Ejido","Agua Prieta","Sonora"
"84313","El Diablo","Ejido","Agua Prieta","Sonora"
"84313","El Nogalito","Rancho","Agua Prieta","Sonora"
"84313","El Potrero Seco","Ejido","Agua Prieta","Sonora"
"84313","Los Ojos Calientes","Rancho","Agua Prieta","Sonora"
"84313","Puerta Blanca","Ejido","Agua Prieta","Sonora"
"84314","El Pinito","Ejido","Agua Prieta","Sonora"
"84314","El Valle","Ejido","Agua Prieta","Sonora"
"84314","Estación Cuarentenaria","Ejido","Agua Prieta","Sonora"
"84314","Las Barras","Ejido","Agua Prieta","Sonora"
"84314","Puerto San Luis (Restaurante)","Ejido","Agua Prieta","Sonora"
"84314","Nuevo","Rancho","Agua Prieta","Sonora"
"84315","El Capadero","Ejido","Agua Prieta","Sonora"
"84315","El Hucaral","Ejido","Agua Prieta","Sonora"
"84315","El Papalote Mocho","Rancho","Agua Prieta","Sonora"
"84315","El Tapila","Ejido","Agua Prieta","Sonora"
"84315","Enrique Amador Camacho","Ejido","Agua Prieta","Sonora"
"84315","Enrique Amador Camacho (El Cajón Bonito)","Rancho","Agua Prieta","Sonora"
"84315","La Sota","Ejido","Agua Prieta","Sonora"
"84315","La Vinata","Rancho","Agua Prieta","Sonora"
"84315","La Virgen","Rancho","Agua Prieta","Sonora"
"84315","Los Chirriones","Rancho","Agua Prieta","Sonora"
"84315","Los Embudos","Ejido","Agua Prieta","Sonora"
"84315","Los Embudos","Ranchería","Agua Prieta","Sonora"
"84315","Los Embudos","Rancho","Agua Prieta","Sonora"
"84315","Santa Cecilia","Ejido","Agua Prieta","Sonora"
"84316","El Alisal","Rancho","Agua Prieta","Sonora"
"84316","El Sale","Ejido","Agua Prieta","Sonora"
"84316","La Pistola","Rancho","Agua Prieta","Sonora"
"84316","Los Álamos","Rancho","Agua Prieta","Sonora"
"84316","Los Jabalíes","Rancho","Agua Prieta","Sonora"
"84316","Pitaycachi","Ejido","Agua Prieta","Sonora"
"84317","Bella Vista","Ejido","Agua Prieta","Sonora"
"84317","El Apache","Ejido","Agua Prieta","Sonora"
"84317","De las Borregas","Rancho","Agua Prieta","Sonora"
"84317","Grande","Rancho","Agua Prieta","Sonora"
"84318","El Represito","Rancho","Agua Prieta","Sonora"
"84318","Pan Duro","Rancho","Agua Prieta","Sonora"
"84320","Balcón","Colonia","Fronteras","Sonora"
"84320","Ferrocarril","Colonia","Fronteras","Sonora"
"84320","Molino","Colonia","Fronteras","Sonora"
"84320","Yaqui","Colonia","Fronteras","Sonora"
"84320","El Edén","Ranchería","Fronteras","Sonora"
"84320","El Ojo de Agua","Ranchería","Fronteras","Sonora"
"84320","La Junta","Ejido","Fronteras","Sonora"
"84320","Las Juntas (La Bajadita)","Ranchería","Fronteras","Sonora"
"84320","Ojo de Agua","Ranchería","Fronteras","Sonora"
"84320","Puente Grande (El Puente)","Ranchería","Fronteras","Sonora"
"84320","Ladrillera","Colonia","Fronteras","Sonora"
"84320","Los Girasoles","Colonia","Fronteras","Sonora"
"84320","Fronteras Centro","Colonia","Fronteras","Sonora"
"84320","Ejidal","Colonia","Fronteras","Sonora"
"84324","Baltazar","Ranchería","Fronteras","Sonora"
"84324","Cañada de las Sandías (Las Delicias)","Ranchería","Fronteras","Sonora"
"84324","El Cajoncito","Ranchería","Fronteras","Sonora"
"84324","El Malacate","Ranchería","Fronteras","Sonora"
"84324","El Mezquite","Ranchería","Fronteras","Sonora"
"84324","Juribana","Ranchería","Fronteras","Sonora"
"84324","La Mesa","Ranchería","Fronteras","Sonora"
"84324","La Morena","Ranchería","Fronteras","Sonora"
"84324","La Tinaja","Ejido","Fronteras","Sonora"
"84324","Las Borregas","Ranchería","Fronteras","Sonora"
"84324","Las Higueras","Ranchería","Fronteras","Sonora"
"84324","Los Berrendos","Ranchería","Fronteras","Sonora"
"84324","Tomás Romero (Agua de los Caballos)","Ranchería","Fronteras","Sonora"
"84325","Buenavista","Ranchería","Fronteras","Sonora"
"84325","Carretillas","Ranchería","Fronteras","Sonora"
"84325","Cerro Blanco","Ranchería","Fronteras","Sonora"
"84325","Cerro Colorado","Ranchería","Fronteras","Sonora"
"84325","Chupadero","Ranchería","Fronteras","Sonora"
